drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0472,granisetron,granisetron,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,Yes,High,"granisetron | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of granisetron?,"granisetron belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",granisetron belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0473,metoclopramide,metoclopramide,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,No,Core,"metoclopramide | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of metoclopramide?,"metoclopramide belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",metoclopramide belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0474,ondansetron,ondansetron,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,Yes,High,"ondansetron | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of ondansetron?,"ondansetron belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",ondansetron belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0475,palonosetron,palonosetron,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,Yes,High,"palonosetron | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of palonosetron?,"palonosetron belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",palonosetron belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0476,prochlorperazine,prochlorperazine,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,No,Core,"prochlorperazine | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of prochlorperazine?,"prochlorperazine belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",prochlorperazine belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0477,promethazine,promethazine,Antiemetic / prokinetic,Cantiemetic-prokineti,antiemetic-prokinetic,Gastrointestinal,gastrointestinal,Nausea and vomiting,nausea-and-vomiting,"Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.","Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",Nausea/vomiting and chemotherapy-induced emesis concepts.,"QT risk with some drugs, extrapyramidal effects with dopamine blockers, sedation with antihistamines.",High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.,"ondansetron, granisetron, palonosetron, metoclopramide, domperidone, prochlorperazine, promethazine, aprepitant",,No,Core,"promethazine | Antiemetic / prokinetic | Gastrointestinal | Nausea and vomiting | Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug. | High-yield: ondansetron is a 5-HT3 antagonist; metoclopramide blocks dopamine and is prokinetic.",What is the drug class of promethazine?,"promethazine belongs to Antiemetic / prokinetic. Mechanism theme: Blocks serotonin, dopamine, histamine or NK1 pathways, or increases GI motility depending on drug.",promethazine belongs to which drug class?,Antiemetic / prokinetic,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0478,bisacodyl,bisacodyl,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,Yes,High,bisacodyl | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of bisacodyl?,bisacodyl belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,bisacodyl belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0479,diphenoxylate-atropine,diphenoxylate-atropine,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,No,Core,diphenoxylate-atropine | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of diphenoxylate-atropine?,diphenoxylate-atropine belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,diphenoxylate-atropine belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0480,docusate,docusate,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,No,Core,docusate | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of docusate?,docusate belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,docusate belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0481,lactulose,lactulose,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,Yes,High,lactulose | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of lactulose?,lactulose belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,lactulose belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0482,loperamide,loperamide,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,No,Core,loperamide | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of loperamide?,loperamide belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,loperamide belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0483,polyethylene glycol,polyethylene-glycol,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,Yes,High,polyethylene glycol | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of polyethylene glycol?,polyethylene glycol belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,polyethylene glycol belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0484,senna,senna,Bowel motility drug,Cbowel-motility-drug,bowel-motility-drug,Gastrointestinal,gastrointestinal,Constipation and diarrhea,constipation-and-diarrhea,Changes intestinal water content or motility depending on drug.,Changes intestinal water content or motility depending on drug.,Constipation and diarrhea pharmacology concepts.,Bloating/diarrhea with laxatives; constipation or toxic megacolon caution with antidiarrheals in some infections.,High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,"lactulose, polyethylene glycol, bisacodyl, senna, docusate, loperamide, diphenoxylate-atropine",,No,Core,senna | Bowel motility drug | Gastrointestinal | Constipation and diarrhea | Changes intestinal water content or motility depending on drug. | High-yield: loperamide slows gut motility; lactulose is an osmotic laxative.,What is the drug class of senna?,senna belongs to Bowel motility drug. Mechanism theme: Changes intestinal water content or motility depending on drug.,senna belongs to which drug class?,Bowel motility drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0485,cimetidine,cimetidine,H2 receptor antagonist,Ch2-receptor-antagoni,h2-receptor-antagonist,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,GERD/ulcer acid suppression concepts.,"Headache, dizziness; cimetidine has interaction/endocrine themes.",High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,"cimetidine, ranitidine, famotidine, nizatidine",,Yes,High,cimetidine | H2 receptor antagonist | Gastrointestinal | Acid reflux and peptic ulcer | Blocks H2 receptors on gastric parietal cells and reduces acid secretion. | High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,What is the drug class of cimetidine?,cimetidine belongs to H2 receptor antagonist. Mechanism theme: Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,cimetidine belongs to which drug class?,H2 receptor antagonist,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0486,famotidine,famotidine,H2 receptor antagonist,Ch2-receptor-antagoni,h2-receptor-antagonist,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,GERD/ulcer acid suppression concepts.,"Headache, dizziness; cimetidine has interaction/endocrine themes.",High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,"cimetidine, ranitidine, famotidine, nizatidine",,Yes,High,famotidine | H2 receptor antagonist | Gastrointestinal | Acid reflux and peptic ulcer | Blocks H2 receptors on gastric parietal cells and reduces acid secretion. | High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,What is the drug class of famotidine?,famotidine belongs to H2 receptor antagonist. Mechanism theme: Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,famotidine belongs to which drug class?,H2 receptor antagonist,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0487,nizatidine,nizatidine,H2 receptor antagonist,Ch2-receptor-antagoni,h2-receptor-antagonist,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,GERD/ulcer acid suppression concepts.,"Headache, dizziness; cimetidine has interaction/endocrine themes.",High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,"cimetidine, ranitidine, famotidine, nizatidine",,No,Core,nizatidine | H2 receptor antagonist | Gastrointestinal | Acid reflux and peptic ulcer | Blocks H2 receptors on gastric parietal cells and reduces acid secretion. | High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,What is the drug class of nizatidine?,nizatidine belongs to H2 receptor antagonist. Mechanism theme: Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,nizatidine belongs to which drug class?,H2 receptor antagonist,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0488,ranitidine,ranitidine,H2 receptor antagonist,Ch2-receptor-antagoni,h2-receptor-antagonist,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,GERD/ulcer acid suppression concepts.,"Headache, dizziness; cimetidine has interaction/endocrine themes.",High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,"cimetidine, ranitidine, famotidine, nizatidine",,Yes,High,ranitidine | H2 receptor antagonist | Gastrointestinal | Acid reflux and peptic ulcer | Blocks H2 receptors on gastric parietal cells and reduces acid secretion. | High-yield: cimetidine inhibits CYP enzymes and can cause endocrine effects.,What is the drug class of ranitidine?,ranitidine belongs to H2 receptor antagonist. Mechanism theme: Blocks H2 receptors on gastric parietal cells and reduces acid secretion.,ranitidine belongs to which drug class?,H2 receptor antagonist,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0489,aluminium hydroxide,aluminium-hydroxide,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,No,Core,"aluminium hydroxide | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of aluminium hydroxide?,"aluminium hydroxide belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",aluminium hydroxide belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0490,bismuth subsalicylate,bismuth-subsalicylate,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,Yes,High,"bismuth subsalicylate | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of bismuth subsalicylate?,"bismuth subsalicylate belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",bismuth subsalicylate belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0491,calcium carbonate,calcium-carbonate,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,No,Core,"calcium carbonate | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of calcium carbonate?,"calcium carbonate belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",calcium carbonate belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0492,magnesium hydroxide,magnesium-hydroxide,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,No,Core,"magnesium hydroxide | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of magnesium hydroxide?,"magnesium hydroxide belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",magnesium hydroxide belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0493,misoprostol,misoprostol,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,Yes,High,"misoprostol | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of misoprostol?,"misoprostol belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",misoprostol belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0494,sucralfate,sucralfate,Mucosal protectant / antacid-related drug,Cmucosal-protectant-a,mucosal-protectant-antacid-related-drug,Gastrointestinal,gastrointestinal,Peptic ulcer and mucosal protection,peptic-ulcer-and-mucosal-protection,"Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.","Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug...",Peptic ulcer and dyspepsia concepts.,Constipation/diarrhea depending on agent; misoprostol causes cramps and pregnancy warning.,High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.,"sucralfate, misoprostol, bismuth subsalicylate, aluminium hydroxide, magnesium hydroxide, calcium carbonate",,Yes,High,"sucralfate | Mucosal protectant / antacid-related drug | Gastrointestinal | Peptic ulcer and mucosal protection | Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug. | High-yield: sucralfate forms a protective barrier; misoprostol is a PGE analog.",What is the drug class of sucralfate?,"sucralfate belongs to Mucosal protectant / antacid-related drug. Mechanism theme: Protects gastric mucosa, neutralizes acid or supports prostaglandin-mediated mucosal defense depending on drug.",sucralfate belongs to which drug class?,Mucosal protectant / antacid-related drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
